first_player_current_score,second_player_current_score,current_score_difference,first_player_average_score,second_player_average_score,average_score_difference,first_player_rating,second_player_rating,rating_difference,first_player_number_of_bingos,second_player_number_of_bingos,first_player_average_number_of_bingos,second_player_average_number_of_bingos,number_of_tiles_left,first_player_number_of_turns,second_player_number_of_turns,progress,first_player_rack_blanks,second_player_rack_blanks,first_player_rack_value,second_player_rack_value,final_turn,actual_outcome,predicted_outcome,first_player_probability,second_player_probability
109,210,-101,9.083333,17.5,-101,1078,983,95,0,0,0,0,34,12,12,1.411765,1,1,9,17,false,false,false,0.036,0.964
102,86,16,20.4,21.5,16,450,503,-53,0,0,0,0,68,5,4,0.573529,0,0,13,12,false,false,false,0.332,0.668
18,8,10,18,8,10,651,567,84,0,0,0,0,92,1,1,0.597826,0,0,14,17,false,false,true,0.784,0.216
134,154,-20,16.75,19.25,-20,341,416,-75,0,0,0,0,52,8,8,0.75,0,0,11,12,false,false,false,0.201,0.799
231,247,-16,17.769231,19,-16,1310,1477,-167,0,0,0,0,5,13,13,7.2,0,0,17,7,false,false,false,0.092,0.908
26,20,6,26,20,6,1232,1281,-49,0,1,0,1,88,1,1,0.352273,0,0,7,12,false,false,false,0.316,0.684
10,19,-9,10,19,-9,1021,897,124,0,0,0,0,93,1,1,0.397849,0,0,19,8,false,false,false,0.395,0.605
76,91,-15,12.666667,15.166667,-15,805,918,-113,0,0,0,0,58,6,6,0.62069,0,1,26,6,false,false,false,0.193,0.807
87,104,-17,14.5,20.8,-17,402,448,-46,0,0,0,0,64,6,5,0.578125,0,1,16,8,false,false,false,0.068,0.932
150,243,-93,13.636364,24.3,-93,503,668,-165,0,1,0,0.1,31,11,10,1.193548,0,0,15,9,false,false,false,0.004,0.996
250,277,-27,16.666667,19.785714,-27,822,845,-23,0,0,0,0,6,15,14,5.833333,0,0,15,9,false,false,false,0.103,0.897
304,308,-4,20.266667,22,-4,1473,1500,-27,0,2,0,0.142857,2,15,14,19.5,1,0,7,8,false,false,true,0.619,0.381
173,253,-80,15.727273,23,-80,1484,1556,-72,0,1,0,0.090909,16,11,11,1.9375,1,0,15,9,false,false,false,0.132,0.868
184,245,-61,18.4,27.222222,-61,1305,1254,51,0,1,0,0.111111,28,10,9,1.142857,0,0,15,11,false,false,false,0.051,0.949
193,222,-29,10.722222,13.058824,-29,542,390,152,0,0,0,0,14,18,17,3.571429,1,0,6,10,false,false,false,0.154,0.846
180,197,-17,20,24.625,-17,1093,1100,-7,1,0,0.111111,0,41,9,8,0.756098,0,0,7,20,false,false,false,0.04,0.96
257,277,-20,21.416667,25.181818,-20,1645,1636,9,0,1,0,0.090909,11,12,11,3,0,0,12,9,false,false,false,0.21,0.79
194,224,-30,16.166667,18.666667,-30,595,538,57,0,0,0,0,20,12,12,1.9,0,1,16,6,false,false,false,0.4,0.6
270,420,-150,18,30,-150,1315,1334,-19,0,2,0,0.142857,-8,15,14,-4.5,0,0,4,9,false,false,false,0,1
284,268,16,21.846154,22.333333,16,786,885,-99,1,1,0.076923,0.083333,19,13,12,1.789474,1,0,6,26,false,false,true,0.894,0.106
24,14,10,12,14,10,595,540,55,0,0,0,0,89,2,1,0.483146,0,0,13,16,false,false,true,0.728,0.272
12,0,12,12,0,12,1164,1161,3,0,0,0,0,96,1,0,0.239583,0,0,19,0,false,false,true,0.562,0.438
178,240,-62,13.692308,20,-62,1064,1397,-333,0,2,0,0.166667,32,13,12,1.34375,1,0,27,7,false,false,false,0.079,0.921
199,246,-47,18.090909,22.363636,-47,725,668,57,0,0,0,0,26,11,11,1.346154,0,0,14,9,false,false,false,0.268,0.732
263,308,-45,17.533333,20.533333,-45,1302,1351,-49,0,0,0,0,-1,15,15,-37,0,0,11,7,false,false,false,0,1
94,207,-113,15.666667,41.4,-113,1539,1891,-352,0,1,0,0.2,53,6,5,0.471698,1,0,18,12,false,false,false,0.015,0.985
293,360,-67,36.625,51.428571,-67,2147,2219,-72,1,2,0.125,0.285714,23,8,7,1.043478,1,0,9,22,false,false,false,0.048,0.952
164,196,-32,20.5,24.5,-32,1055,1019,36,0,0,0,0,33,8,8,1,1,0,14,15,false,false,false,0.487,0.513
213,219,-6,19.363636,21.9,-6,985,1062,-77,0,0,0,0,22,11,10,1.681818,1,0,18,22,false,false,false,0.152,0.848
159,175,-16,22.714286,29.166667,-16,1428,1361,67,0,0,0,0,47,7,6,0.702128,0,0,7,8,false,false,false,0.183,0.817
193,290,-97,14.846154,24.166667,-97,503,668,-165,0,1,0,0.083333,17,13,12,2.176471,2,0,5,14,false,false,false,0.006,0.994
16,6,10,8,6,10,1037,1016,21,0,0,0,0,93,2,1,0.623656,0,1,8,8,false,false,true,0.523,0.477
161,185,-24,17.888889,20.555556,-24,668,771,-103,0,0,0,0,44,9,9,0.909091,1,0,15,11,false,false,false,0.132,0.868
34,29,5,11.333333,14.5,5,566,742,-176,0,0,0,0,83,3,2,0.385542,0,1,10,15,false,false,false,0.197,0.803
191,303,-112,15.916667,25.25,-112,480,739,-259,0,0,0,0,23,12,12,1.695652,1,0,11,12,false,false,false,0,1
0,0,0,0,0,0,1354,1210,144,0,0,0,0,100,1,0,0.33,0,0,17,0,false,false,false,0.437,0.563
107,137,-30,21.4,34.25,-30,503,527,-24,0,1,0,0.25,61,5,4,0.540984,0,0,11,10,false,false,false,0.275,0.725
125,200,-75,12.5,22.222222,-75,388,542,-154,0,0,0,0,32,10,9,1.15625,0,0,13,17,false,false,false,0.015,0.985
63,71,-8,12.6,14.2,-8,163,346,-183,0,0,0,0,61,5,5,0.639344,0,1,9,8,false,false,false,0.008,0.992
18,20,-2,18,20,-2,1691,1551,140,0,0,0,0,93,1,1,0.397849,0,0,10,18,false,false,false,0.281,0.719
44,22,22,14.666667,11,22,670,576,94,0,0,0,0,79,3,2,0.518987,0,0,19,11,false,false,true,0.781,0.219
294,348,-54,18.375,23.2,-54,1397,1309,88,2,0,0.125,0,1,16,15,36,0,0,5,11,false,false,false,0,1
333,412,-79,33.3,45.777778,-79,2010,2219,-209,1,1,0.1,0.111111,13,10,9,2,0,0,13,10,false,false,false,0,1
255,298,-43,23.181818,27.090909,-43,801,679,122,1,0,0.090909,0,8,11,11,3.625,1,0,9,11,false,false,false,0.044,0.956
56,53,3,14,17.666667,3,595,412,183,0,0,0,0,79,4,3,0.658228,0,0,14,16,false,false,true,0.519,0.481
173,105,68,12.357143,8.076923,68,491,651,-160,0,0,0,0,24,14,13,1.25,0,1,24,6,false,false,true,0.742,0.258
114,77,37,22.8,19.25,37,1038,917,121,1,0,0.2,0,71,5,4,0.492958,0,1,10,17,false,false,true,0.564,0.436
28,0,28,28,0,28,985,1062,-77,0,0,0,0,97,1,0,0.381443,0,0,10,0,false,false,false,0.484,0.516
241,335,-94,26.777778,41.875,-94,1689,1777,-88,1,1,0.111111,0.125,24,9,8,1.25,0,0,23,10,false,false,false,0,1
60,14,46,30,14,46,1274,1394,-120,0,0,0,0,90,2,1,0.333333,0,0,10,11,false,false,false,0.359,0.641
22,44,-22,7.333333,22,-22,343,570,-227,0,0,0,0,80,3,2,0.45,0,0,12,15,false,false,false,0.116,0.884
127,167,-40,18.142857,27.833333,-40,694,658,36,0,1,0,0.166667,54,7,6,0.685185,0,0,34,10,false,false,false,0.315,0.685
55,59,-4,11,14.75,-4,1037,913,124,0,0,0,0,83,5,4,0.457831,1,0,8,17,false,false,true,0.517,0.483
170,178,-8,24.285714,25.428571,-8,1102,1245,-143,0,0,0,0,41,7,7,0.707317,0,0,15,19,false,false,false,0.11,0.89
228,281,-53,19,23.416667,-53,1210,1162,48,0,0,0,0,19,12,12,1.684211,1,0,15,9,false,false,false,0.185,0.815
33,31,2,16.5,15.5,2,721,757,-36,0,0,0,0,87,2,2,0.436782,0,0,9,18,false,false,false,0.307,0.693
47,24,23,15.666667,8,23,491,651,-160,0,0,0,0,82,3,3,0.365854,0,1,10,10,false,false,false,0.457,0.543
8,32,-24,8,32,-24,1021,1094,-73,0,0,0,0,93,1,1,0.397849,0,0,16,17,false,false,false,0.235,0.765
311,271,40,18.294118,15.941176,40,897,996,-99,0,0,0,0,-5,17,17,-7.8,0,0,7,15,false,false,true,0.996,0.004
106,55,51,26.5,18.333333,51,691,704,-13,0,0,0,0,75,4,3,0.506667,0,0,10,12,false,false,true,0.881,0.119
16,0,16,16,0,16,814,830,-16,0,0,0,0,96,1,0,0.427083,0,0,10,0,false,false,true,0.562,0.438
225,295,-70,18.75,26.818182,-70,1127,995,132,0,1,0,0.090909,18,12,11,1.833333,0,0,9,13,false,false,false,0.027,0.973
223,256,-33,17.153846,21.333333,-33,1422,1583,-161,0,1,0,0.083333,20,13,12,2.05,1,1,7,14,false,false,false,0.027,0.973
269,296,-27,14.157895,15.578947,-27,595,538,57,0,0,0,0,-17,19,19,-2.235294,0,0,1,1,true,false,false,0.232,0.768
80,182,-102,8.888889,22.75,-102,530,683,-153,0,1,0,0.125,56,9,8,0.714286,0,0,11,19,false,false,false,0.009,0.991
33,9,24,16.5,9,24,721,757,-36,0,0,0,0,90,2,1,0.422222,0,0,9,20,false,false,false,0.283,0.717
125,182,-57,13.888889,20.222222,-57,1182,1075,107,0,1,0,0.111111,36,9,9,1.083333,0,1,24,6,false,false,false,0.259,0.741
291,317,-26,12.652174,13.782609,-26,796,800,-4,1,0,0.043478,0,-16,23,23,-3,0,0,12,3,false,false,false,0,1
290,337,-47,20.714286,24.071429,-47,1495,1531,-36,0,1,0,0.071429,7,14,14,5.285714,0,0,7,15,false,false,false,0.017,0.983
269,345,-76,15.823529,21.5625,-76,1064,1397,-333,0,2,0,0.125,7,17,16,6.142857,1,1,9,7,false,false,false,0,1
107,145,-38,15.285714,20.714286,-38,840,1055,-215,0,0,0,0,54,7,7,0.648148,0,0,10,9,false,false,false,0.076,0.924
16,0,16,16,0,16,1331,1347,-16,0,0,0,0,95,1,0,0.336842,1,0,8,0,false,false,true,0.612,0.388
260,269,-9,17.333333,19.214286,-9,451,448,3,0,0,0,0,4,15,14,9.25,0,0,9,7,false,false,false,0.306,0.694
167,244,-77,15.181818,22.181818,-77,450,427,23,0,1,0,0.090909,23,11,11,1.608696,0,0,13,9,false,false,false,0.048,0.952
121,143,-22,20.166667,23.833333,-22,842,926,-84,0,0,0,0,52,6,6,0.576923,0,1,9,8,false,false,false,0.137,0.863
108,164,-56,10.8,16.4,-56,999,1165,-166,0,0,0,0,41,10,10,1.121951,0,0,22,10,false,false,false,0.072,0.928
8,76,-68,8,76,-68,1656,1649,7,0,0,0,0,88,1,1,0.363636,0,0,14,18,false,false,false,0.027,0.973
261,402,-141,23.727273,36.545455,-141,1586,1633,-47,1,1,0.090909,0.090909,23,11,11,1.478261,0,0,13,13,false,false,false,0,1
142,148,-6,17.75,21.142857,-6,725,668,57,0,0,0,0,51,8,7,0.686275,0,1,27,15,false,false,false,0.353,0.647
107,195,-88,15.285714,27.857143,-88,1195,1397,-202,0,1,0,0.142857,52,7,7,0.769231,0,0,9,9,false,false,false,0.055,0.945
250,140,110,19.230769,10.769231,110,1065,948,117,0,0,0,0,29,13,13,1.344828,0,0,8,10,false,false,true,0.996,0.004
312,341,-29,19.5,21.3125,-29,1075,878,197,0,1,0,0.0625,-10,16,16,-3.3,0,0,5,4,false,false,false,0.078,0.922
212,189,23,15.142857,13.5,23,671,638,33,0,0,0,0,12,14,14,4.083333,0,1,13,24,false,false,true,0.694,0.306
263,344,-81,15.470588,21.5,-81,736,791,-55,0,0,0,0,-15,17,16,-2.533333,0,0,9,4,false,false,false,0,1
92,107,-15,18.4,26.75,-15,804,1080,-276,0,0,0,0,64,5,4,0.53125,0,0,8,16,false,false,false,0.099,0.901
299,428,-129,18.6875,26.75,-129,732,868,-136,0,1,0,0.0625,-13,16,16,-2.461538,0,0,2,2,true,false,false,0,1
49,56,-7,12.25,14,-7,526,502,24,0,0,0,0,74,4,4,0.675676,0,0,18,17,false,false,true,0.645,0.355
280,401,-121,15.555556,23.588235,-121,1193,1177,16,0,1,0,0.058824,-12,18,17,-2.916667,0,0,1,2,true,false,false,0,1
65,56,9,16.25,18.666667,9,1161,1176,-15,0,0,0,0,75,4,3,0.506667,0,0,10,7,false,false,false,0.391,0.609
58,62,-4,14.5,15.5,-4,720,437,283,0,0,0,0,78,4,4,0.538462,0,0,17,19,false,false,true,0.514,0.486
163,243,-80,16.3,24.3,-80,1493,1453,40,0,0,0,0,31,10,10,1.129032,0,0,15,10,false,false,false,0.03,0.97
58,65,-7,9.666667,13,-7,1037,913,124,0,0,0,0,77,6,5,0.493506,1,0,8,17,false,false,true,0.52,0.48
247,294,-47,19,24.5,-47,1633,1620,13,0,0,0,0,6,13,12,6,0,0,11,7,false,false,false,0.013,0.987
34,0,34,34,0,34,500,532,-32,0,0,0,0,95,1,0,0.431579,0,0,9,0,false,false,true,0.556,0.444
122,130,-8,13.555556,16.25,-8,1040,1364,-324,0,0,0,0,38,9,8,0.947368,0,1,18,13,false,false,false,0.096,0.904
302,316,-14,12.583333,13.73913,-14,671,638,33,0,0,0,0,-34,24,23,-1.441176,0,0,2,1,false,false,true,0.674,0.326
202,158,44,25.25,22.571429,44,540,498,42,1,0,0.125,0,46,8,7,1,0,0,10,21,false,false,true,0.744,0.256
223,187,36,17.153846,14.384615,36,670,576,94,0,0,0,0,15,13,13,2.733333,1,1,6,19,false,false,true,0.857,0.143
78,90,-12,15.6,22.5,-12,818,826,-8,0,0,0,0,75,5,4,0.706667,1,0,6,15,false,false,false,0.258,0.742
117,159,-42,16.714286,26.5,-42,736,791,-55,0,0,0,0,54,7,6,0.703704,0,0,9,10,false,false,false,0.059,0.941
12,0,12,12,0,12,306,302,4,0,0,0,0,97,1,0,0.42268,1,0,8,0,false,false,true,0.758,0.242
257,324,-67,19.769231,27,-67,1232,1281,-49,0,2,0,0.166667,4,13,12,7.75,0,0,16,18,false,false,false,0,1
122,218,-96,10.166667,19.818182,-96,651,567,84,0,0,0,0,26,12,11,2.115385,0,0,7,9,false,false,false,0.069,0.931
0,0,0,0,0,0,95,453,-358,0,0,0,0,100,1,1,0.39,0,0,0,15,false,false,false,0.218,0.782
249,260,-11,14.647059,15.294118,-11,1182,1075,107,0,1,0,0.058824,-14,17,17,-2.785714,0,1,15,15,false,false,false,0.072,0.928
119,83,36,17,13.833333,36,1168,1216,-48,0,0,0,0,69,7,6,0.478261,0,0,15,20,false,false,false,0.177,0.823
171,258,-87,12.214286,18.428571,-87,613,525,88,0,0,0,0,16,14,14,2.625,0,1,13,8,false,false,false,0,1
109,162,-53,18.166667,27,-53,804,1080,-276,0,0,0,0,55,6,6,0.618182,0,0,8,20,false,false,false,0.069,0.931
183,285,-102,22.875,35.625,-102,1003,1004,-1,0,1,0,0.125,41,8,8,0.853659,0,1,9,12,false,false,false,0.014,0.986
257,334,-77,19.769231,25.692308,-77,1232,1281,-49,0,2,0,0.153846,1,13,13,31,0,0,16,13,false,false,false,0,1
216,341,-125,16.615385,26.230769,-125,915,971,-56,0,0,0,0,7,13,13,4.714286,0,0,11,9,false,false,false,0,1
243,303,-60,16.2,20.2,-60,889,855,34,0,1,0,0.066667,5,15,15,8,0,1,10,6,false,false,false,0.001,0.999
127,109,18,21.166667,21.8,18,1071,1181,-110,0,0,0,0,66,6,5,0.515152,0,0,8,10,false,false,false,0.158,0.842
235,265,-30,12.368421,13.947368,-30,808,749,59,0,0,0,0,-25,19,19,-1.68,0,0,5,6,false,false,false,0.115,0.885
69,70,-1,13.8,17.5,-1,344,315,29,1,0,0.2,0,60,5,4,0.666667,0,0,9,10,false,false,true,0.61,0.39
170,174,-4,24.285714,29,-4,1793,1869,-76,0,1,0,0.166667,50,7,6,0.6,0,0,21,10,false,false,false,0.3,0.7
244,312,-68,12.842105,17.333333,-68,830,787,43,0,0,0,0,-23,19,18,-1.652174,0,0,2,1,false,false,false,0,1
263,347,-84,15.470588,20.411765,-84,736,791,-55,0,0,0,0,-17,17,17,-2.235294,0,0,9,3,false,false,false,0,1
228,260,-32,19,23.636364,-32,1210,1162,48,0,0,0,0,23,12,11,1.391304,1,1,15,11,false,false,false,0.059,0.941
299,370,-71,14.238095,18.5,-71,1305,1307,-2,0,1,0,0.05,-28,21,20,-1.464286,0,1,1,3,true,false,false,0,1
96,133,-37,16,26.6,-37,518,461,57,0,0,0,0,63,6,5,0.571429,1,1,15,9,false,false,false,0.231,0.769
163,257,-94,16.3,25.7,-94,700,820,-120,0,1,0,0.1,29,10,10,1.310345,1,0,22,10,false,false,false,0.059,0.941
71,69,2,17.75,23,2,999,1283,-284,0,0,0,0,74,4,3,0.445946,0,1,18,15,false,false,false,0.195,0.805
327,345,-18,19.235294,20.294118,-18,1344,1314,30,0,2,0,0.117647,-13,17,17,-2.615385,0,0,7,4,true,false,false,0.354,0.646
101,141,-40,14.428571,20.142857,-40,668,771,-103,0,0,0,0,52,7,7,0.769231,0,0,14,20,false,false,false,0.072,0.928
54,35,19,18,11.666667,19,1188,1334,-146,0,0,0,0,79,3,3,0.379747,0,0,20,9,false,false,false,0.288,0.712
292,340,-48,29.2,34,-48,1431,1399,32,0,2,0,0.2,6,10,10,4.166667,0,0,13,14,false,false,false,0.049,0.951
148,211,-63,13.454545,21.1,-63,977,1100,-123,0,1,0,0.1,40,11,10,1.025,0,0,16,7,false,false,false,0.067,0.933
132,166,-34,16.5,23.714286,-34,926,973,-47,0,0,0,0,43,8,7,0.813953,0,1,11,21,false,false,false,0.027,0.973
154,169,-15,19.25,21.125,-15,796,800,-4,1,0,0.125,0,47,8,8,1.021277,0,0,13,8,false,false,false,0.405,0.595
189,191,-2,21,21.222222,-2,1197,1156,41,0,1,0,0.111111,38,9,9,0.921053,0,0,15,11,false,false,false,0.429,0.571
260,178,82,28.888889,22.25,82,1552,1803,-251,2,0,0.222222,0,36,9,8,0.916667,0,1,21,10,false,false,true,0.533,0.467
145,171,-26,18.125,21.375,-26,1439,1428,11,0,0,0,0,53,8,8,0.754717,0,0,9,12,false,false,false,0.265,0.735
155,173,-18,17.222222,21.625,-18,1161,1030,131,0,1,0,0.125,39,9,8,0.974359,0,0,14,12,false,false,false,0.288,0.712
323,366,-43,17.944444,21.529412,-43,1452,1388,64,0,1,0,0.058824,-13,18,17,-2.692308,0,0,6,1,true,false,false,0,1
26,20,6,8.666667,10,6,797,796,1,0,0,0,0,91,3,2,0.538462,0,0,15,16,false,false,false,0.283,0.717
40,51,-11,13.333333,17,-11,775,786,-11,0,0,0,0,80,3,3,0.5375,0,0,7,16,false,false,false,0.342,0.658
241,349,-108,24.1,38.777778,-108,1689,1777,-88,1,1,0.1,0.111111,21,10,9,1.428571,0,0,9,7,false,false,false,0,1
306,342,-36,15.3,17.1,-36,480,518,-38,0,0,0,0,-22,20,20,-1.818182,0,0,2,1,true,false,false,0,1
32,16,16,10.666667,8,16,526,502,24,0,0,0,0,86,3,2,0.581395,0,1,18,22,false,false,false,0.345,0.655
170,276,-106,12.142857,21.230769,-106,1305,1307,-2,0,1,0,0.076923,12,14,13,3.416667,0,1,8,10,false,false,false,0,1
368,301,67,23,20.066667,67,1168,1216,-48,1,0,0.0625,0,1,16,15,33,0,0,11,7,false,false,true,0.999,0.001
254,210,44,23.090909,21,44,1691,1510,181,0,1,0,0.1,23,11,10,1.304348,1,0,9,19,false,false,true,0.878,0.122
237,273,-36,21.545455,24.818182,-36,1341,1606,-265,1,0,0.090909,0,13,11,11,2.538462,0,0,13,12,false,false,false,0.069,0.931
319,423,-104,11.392857,15.666667,-104,1037,1016,21,1,0,0.035714,0,-29,28,27,-2,1,0,0,5,false,false,false,0,1
54,47,7,18,23.5,7,689,804,-115,0,0,0,0,78,3,2,0.448718,1,0,15,17,false,false,false,0.315,0.685
218,191,27,19.818182,17.363636,27,952,870,82,0,0,0,0,24,11,11,1.541667,1,0,6,32,false,false,true,0.87,0.13
216,273,-57,24,30.333333,-57,732,868,-136,0,1,0,0.111111,28,9,9,1.142857,0,0,14,10,false,false,false,0.065,0.935
230,316,-86,17.692308,26.333333,-86,1315,1331,-16,0,0,0,0,9,13,12,3.666667,0,0,10,10,false,false,false,0,1
276,326,-50,13.142857,15.52381,-50,951,976,-25,0,0,0,0,-23,21,21,-1.913043,0,0,1,1,false,false,false,0,1
45,63,-18,15,21,-18,653,1004,-351,0,0,0,0,77,3,3,0.376623,0,0,7,7,false,false,false,0.212,0.788
104,82,22,14.857143,11.714286,22,491,651,-160,0,0,0,0,59,7,7,0.508475,0,1,11,6,false,false,true,0.582,0.418
155,189,-34,25.833333,31.5,-34,1173,1256,-83,1,0,0.166667,0,58,6,6,0.534483,0,1,11,6,false,false,false,0.001,0.999
70,64,6,17.5,16,6,1047,1127,-80,0,0,0,0,71,4,4,0.380282,1,1,9,6,false,false,true,0.533,0.467
10,0,10,10,0,10,1368,1452,-84,0,0,0,0,97,1,0,0.329897,1,0,8,0,false,false,true,0.571,0.429
137,170,-33,17.125,21.25,-33,805,918,-113,0,0,0,0,40,8,8,0.9,0,0,8,20,false,false,false,0.07,0.93
298,325,-27,17.529412,20.3125,-27,689,804,-115,0,1,0,0.0625,-15,17,16,-2.333333,0,1,2,4,false,false,false,0.002,0.998
265,301,-36,17.666667,20.066667,-36,450,624,-174,0,0,0,0,-11,15,15,-3,1,0,4,6,false,false,false,0.048,0.952
221,311,-90,13.8125,20.733333,-90,913,1037,-124,0,2,0,0.133333,11,16,15,3.727273,0,1,20,11,false,false,false,0,1
364,386,-22,21.411765,22.705882,-22,1093,1173,-80,1,1,0.058824,0.058824,-11,17,17,-3.909091,0,0,5,10,false,false,false,0.005,0.995
149,166,-17,14.9,18.444444,-17,613,525,88,0,0,0,0,39,10,9,1.076923,0,1,10,10,false,false,false,0.367,0.633
277,332,-55,15.388889,18.444444,-55,889,855,34,0,1,0,0.055556,-16,18,18,-2.5,0,0,5,1,false,false,false,0,1
351,393,-42,23.4,26.2,-42,1173,1256,-83,2,0,0.133333,0,-10,15,15,-3.1,0,1,1,3,false,false,false,0,1
36,12,24,18,12,24,818,826,-8,0,0,0,0,91,2,1,0.582418,1,0,9,19,false,false,true,0.715,0.285
354,325,29,23.6,21.666667,29,1156,1279,-123,2,0,0.133333,0,-2,15,15,-20,0,0,11,6,false,false,true,0.999,0.001
62,57,5,20.666667,28.5,5,804,1080,-276,0,0,0,0,80,3,2,0.425,1,0,8,12,false,false,false,0.22,0.78
127,155,-28,10.583333,12.916667,-28,925,1000,-75,0,0,0,0,26,12,12,1.692308,0,0,16,17,false,false,false,0.106,0.894
197,318,-121,17.909091,28.909091,-121,724,398,326,1,1,0.090909,0.090909,34,11,11,1.147059,1,1,9,6,false,false,false,0.004,0.996
128,144,-16,21.333333,24,-16,1110,1123,-13,0,1,0,0.166667,48,6,6,0.6875,0,0,17,15,false,false,false,0.31,0.69
108,202,-94,15.428571,33.666667,-94,653,1004,-351,0,0,0,0,50,7,6,0.58,1,0,11,9,false,false,false,0.009,0.991
328,348,-20,18.222222,20.470588,-20,1055,840,215,0,1,0,0.058824,-18,18,17,-2,0,0,3,1,false,false,false,0.078,0.922
263,231,32,20.230769,19.25,32,1168,1062,106,0,0,0,0,24,13,12,1.791667,1,0,11,9,false,false,true,0.603,0.397
218,226,-8,19.818182,22.6,-8,964,1003,-39,0,1,0,0.1,29,11,10,1.344828,1,0,12,24,false,false,false,0.258,0.742
97,206,-109,16.166667,41.2,-109,1334,1486,-152,0,0,0,0,68,6,5,0.426471,1,0,6,17,false,false,false,0.007,0.993
238,303,-65,15.866667,20.2,-65,1439,1428,11,0,0,0,0,9,15,15,4.444444,1,0,19,9,false,false,false,0.027,0.973
25,16,9,12.5,16,9,814,830,-16,0,0,0,0,89,2,1,0.460674,0,0,7,11,false,false,true,0.512,0.488
252,230,22,28,28.75,22,714,820,-106,1,0,0.111111,0,38,9,8,0.815789,0,0,11,9,false,false,false,0.331,0.669
48,26,22,24,26,22,1537,1539,-2,0,0,0,0,88,2,1,0.386364,0,1,10,6,false,false,false,0.49,0.51
275,343,-68,18.333333,22.866667,-68,503,527,-24,0,1,0,0.066667,-16,15,15,-2.0625,0,0,4,3,false,false,false,0.003,0.997
12,0,12,12,0,12,1484,1556,-72,0,0,0,0,95,1,0,0.326316,0,0,8,0,false,false,true,0.562,0.438
211,259,-48,21.1,28.777778,-48,1454,1479,-25,1,0,0.1,0,28,10,9,1.107143,0,0,19,23,false,false,false,0.012,0.988
180,213,-33,15,19.363636,-33,775,786,-11,0,0,0,0,27,12,11,1.592593,1,0,9,19,false,false,false,0.101,0.899
77,57,20,25.666667,28.5,20,1159,1131,28,0,0,0,0,83,3,2,0.445783,0,1,9,8,false,false,false,0.464,0.536
247,322,-75,15.4375,20.125,-75,1037,1016,21,1,0,0.0625,0,13,16,16,4.461538,1,0,15,8,false,false,false,0.003,0.997
263,343,-80,9.740741,13.192308,-80,818,826,-8,0,0,0,0,-45,27,26,-1.177778,0,0,2,4,true,false,false,0,1
14,0,14,14,0,14,991,1063,-72,0,0,0,0,97,1,0,0.391753,0,0,14,0,false,false,true,0.536,0.464
61,57,4,20.333333,19,4,1232,1448,-216,0,0,0,0,75,3,3,0.466667,0,0,18,10,false,false,false,0.214,0.786
186,279,-93,14.307692,23.25,-93,542,605,-63,0,0,0,0,15,13,12,2.4,0,0,8,9,false,false,false,0,1
177,203,-26,19.666667,22.555556,-26,939,969,-30,0,0,0,0,31,9,9,1.064516,1,0,9,14,false,false,false,0.307,0.693
16,8,8,16,8,8,1561,1495,66,0,0,0,0,94,1,1,0.351064,1,0,9,18,false,false,true,0.723,0.277
179,234,-55,25.571429,39,-55,1925,1885,40,1,1,0.142857,0.166667,38,7,6,0.657895,1,0,15,7,false,false,false,0.103,0.897
357,456,-99,22.3125,28.5,-99,1699,1803,-104,1,1,0.0625,0.0625,-1,16,16,-35,0,0,8,3,false,false,false,0,1
112,118,-6,22.4,23.6,-6,999,1283,-284,0,0,0,0,64,5,5,0.515625,0,1,13,16,false,false,false,0.223,0.777
170,162,8,17,18,8,1633,1556,77,0,0,0,0,29,10,9,1.137931,0,0,19,19,false,false,false,0.279,0.721
142,149,-7,15.777778,16.555556,-7,995,965,30,0,0,0,0,41,9,9,0.97561,0,1,26,10,false,false,false,0.332,0.668
64,71,-7,12.8,17.75,-7,758,904,-146,0,0,0,0,66,5,4,0.515152,1,0,7,21,false,false,false,0.15,0.85
83,100,-17,16.6,25,-17,1193,1177,16,0,0,0,0,70,5,4,0.5,0,0,10,18,false,false,false,0.268,0.732
111,183,-72,12.333333,22.875,-72,343,570,-227,0,0,0,0,34,9,8,1.058824,1,0,25,7,false,false,false,0.093,0.907
194,198,-4,19.4,19.8,-4,1302,1351,-49,0,0,0,0,34,10,10,1.088235,0,0,9,12,false,false,false,0.268,0.732
275,332,-57,18.333333,23.714286,-57,503,527,-24,0,1,0,0.071429,-13,15,14,-2.538462,0,0,4,6,false,false,false,0.013,0.987
137,179,-42,17.125,25.571429,-42,1003,1018,-15,0,0,0,0,44,8,7,0.840909,0,0,11,12,false,false,false,0.164,0.836
272,355,-83,24.727273,35.5,-83,1388,1455,-67,0,0,0,0,9,11,10,3.111111,1,0,17,17,false,false,false,0,1
332,378,-46,20.75,25.2,-46,921,1045,-124,0,1,0,0.066667,-3,16,15,-11.666667,0,1,3,9,false,false,false,0,1
155,261,-106,17.222222,32.625,-106,473,683,-210,0,0,0,0,37,9,8,1.027027,0,0,8,7,false,false,false,0,1
14,0,14,14,0,14,1094,1041,53,0,0,0,0,96,1,0,0.395833,1,0,8,0,false,false,true,0.576,0.424
328,319,9,16.4,16.789474,9,897,996,-99,0,0,0,0,-19,20,19,-2.052632,0,0,2,7,true,false,true,0.98,0.02
291,304,-13,12.125,13.217391,-13,797,796,1,0,0,0,0,-24,24,23,-2.041667,0,0,5,4,false,false,false,0.104,0.896
