"first_player_current_score","second_player_current_score","current_score_difference","first_player_average_score","second_player_average_score","average_score_difference","first_player_rating","second_player_rating","rating_difference","first_player_number_of_bingos","second_player_number_of_bingos","first_player_average_number_of_bingos","second_player_average_number_of_bingos","next_player","number_of_tiles_left","first_player_number_of_turns","second_player_number_of_turns","progress","first_player_rack_blanks","second_player_rack_blanks","first_player_rack_value","second_player_rack_value","final_turn","first_player_final_score","second_player_final_score","final_score_difference","actual_outcome","predicted_outcome","first_player_probability","second_player_probability"
96,35,61,32,11.6666666666667,61,1115,1078,37,0,0,0,0,"second_player",78,3,3,0.435897435897436,0,0,16,17,"false",331,311,20,"true","true",0.906270061831602,0.0937299381683976
116,35,81,29,11.6666666666667,81,1115,1078,37,0,0,0,0,"first_player",73,4,3,0.465753424657534,0,0,14,17,"false",331,311,20,"true","true",0.912728747769629,0.087271252230371
116,46,70,29,11.5,70,1115,1078,37,0,0,0,0,"second_player",70,4,4,0.485714285714286,0,0,14,15,"false",331,311,20,"true","true",0.93179709300531,0.0682029069946899
122,90,32,24.4,18,32,1115,1078,37,0,0,0,0,"second_player",62,5,5,0.548387096774194,0,0,17,11,"false",331,311,20,"true","true",0.785494551593434,0.214505448406566
163,120,43,23.2857142857143,17.1428571428571,43,1115,1078,37,0,0,0,0,"second_player",52,7,7,0.653846153846154,1,0,16,8,"false",331,311,20,"true","true",0.905330186256749,0.0946698137432508
204,125,79,22.6666666666667,15.625,79,1115,1078,37,0,0,0,0,"first_player",41,9,8,0.829268292682927,1,0,13,11,"false",331,311,20,"true","true",0.949559427318931,0.0504405726810688
226,159,67,22.6,15.9,67,1115,1078,37,0,0,0,0,"second_player",31,10,10,1.09677419354839,1,1,13,8,"false",331,311,20,"true","true",0.935460817231095,0.0645391827689052
238,229,9,21.6363636363636,20.8181818181818,9,1115,1078,37,0,1,0,0.0909090909090909,"second_player",21,11,11,1.61904761904762,1,0,11,9,"false",331,311,20,"true","true",0.770753948542248,0.229246051457752
260,229,31,21.6666666666667,20.8181818181818,31,1115,1078,37,0,1,0,0.0909090909090909,"first_player",19,12,11,1.78947368421053,1,0,11,9,"false",331,311,20,"true","true",0.795827431312252,0.204172568687748
260,249,11,21.6666666666667,20.75,11,1115,1078,37,0,1,0,0.0833333333333333,"second_player",17,12,12,2,1,0,11,19,"false",331,311,20,"true","true",0.753271741721864,0.246728258278136
278,249,29,21.3846153846154,20.75,29,1115,1078,37,0,1,0,0.0833333333333333,"first_player",14,13,12,2.42857142857143,1,0,11,19,"false",331,311,20,"true","true",0.758675093335124,0.241324906664876
278,264,14,21.3846153846154,20.3076923076923,14,1115,1078,37,0,1,0,0.0769230769230769,"second_player",11,13,13,3.09090909090909,1,0,11,19,"false",331,311,20,"true","true",0.770401416722598,0.229598583277402
304,288,16,21.7142857142857,20.5714285714286,16,1115,1078,37,0,1,0,0.0714285714285714,"second_player",4,14,14,8.5,1,0,6,10,"false",331,311,20,"true","true",0.785743747853981,0.214256252146019
308,294,14,20.5333333333333,19.6,14,1115,1078,37,0,1,0,0.0666666666666667,"second_player",-1,15,15,-34,1,0,6,11,"false",331,311,20,"true","true",0.791083522548668,0.208916477451332
320,294,26,20,19.6,26,1115,1078,37,0,1,0,0.0666666666666667,"first_player",-5,16,15,-6.8,1,0,3,11,"false",331,311,20,"true","true",0.744448821730582,0.255551178269418
331,311,20,19.4705882352941,19.4375,20,1115,1078,37,0,1,0,0.0625,"first_player",-12,17,16,-2.83333333333333,1,0,3,5,"false",331,311,20,"true","true",0.723378928770821,0.276621071229179
331,311,20,19.4705882352941,18.2941176470588,20,1115,1078,37,0,1,0,0.0588235294117647,"second_player",-12,17,17,-2.83333333333333,1,0,3,5,"true",331,311,20,"true","true",0.816608557257699,0.183391442742301
30,0,30,30,0,30,904,668,236,0,0,0,0,"first_player",95,1,0,0.357894736842105,0,0,20,0,"false",367,283,84,"true","true",0.824675093576726,0.175324906423274
30,19,11,30,19,11,904,668,236,0,0,0,0,"second_player",93,1,1,0.365591397849462,0,0,20,14,"false",367,283,84,"true","true",0.744825251983307,0.255174748016693
62,19,43,31,19,43,904,668,236,0,0,0,0,"first_player",89,2,1,0.382022471910112,0,0,17,14,"false",367,283,84,"true","true",0.820083415485078,0.179916584514922
81,41,40,27,20.5,40,904,668,236,0,0,0,0,"first_player",80,3,2,0.425,0,0,24,16,"false",367,283,84,"true","true",0.817489238469833,0.182510761530167
109,63,46,27.25,15.75,46,904,668,236,0,0,0,0,"second_player",68,4,4,0.5,0,0,22,19,"false",367,283,84,"true","true",0.9112825741766,0.0887174258234001
159,94,65,26.5,15.6666666666667,65,904,668,236,0,0,0,0,"second_player",56,6,6,0.607142857142857,0,0,11,12,"false",367,283,84,"true","true",0.950664843704845,0.0493351562951547
219,117,102,27.375,16.7142857142857,102,904,668,236,0,0,0,0,"first_player",42,8,7,0.80952380952381,0,0,9,12,"false",367,283,84,"true","true",0.978654501356541,0.0213454986434587
219,129,90,27.375,16.125,90,904,668,236,0,0,0,0,"second_player",38,8,8,0.894736842105263,0,1,9,9,"false",367,283,84,"true","true",0.972002715972922,0.0279972840270777
227,129,98,25.2222222222222,16.125,98,904,668,236,0,0,0,0,"first_player",34,9,8,1,0,1,12,9,"false",367,283,84,"true","true",0.961944828580678,0.038055171419322
248,137,111,24.8,15.2222222222222,111,904,668,236,0,0,0,0,"first_player",23,10,9,1.47826086956522,0,1,14,9,"false",367,283,84,"true","true",0.980994826664904,0.0190051733350964
248,159,89,24.8,15.9,89,904,668,236,0,0,0,0,"second_player",18,10,10,1.88888888888889,0,2,14,7,"false",367,283,84,"true","true",0.960713341031453,0.039286658968547
293,179,114,24.4166666666667,16.2727272727273,114,904,668,236,0,0,0,0,"first_player",9,12,11,3.77777777777778,0,2,8,5,"false",367,283,84,"true","true",0.968462595086654,0.0315374049133457
293,250,43,24.4166666666667,20.8333333333333,43,904,668,236,0,0,0,0,"second_player",1,12,12,34,0,0,8,10,"false",367,283,84,"true","true",0.893892294554367,0.106107705445633
312,250,62,24,20.8333333333333,62,904,668,236,0,0,0,0,"first_player",-4,13,12,-8.5,0,0,11,10,"false",367,283,84,"true","true",0.917328708498999,0.0826712915010006
333,268,65,23.7857142857143,20.6153846153846,65,904,668,236,0,0,0,0,"first_player",-12,14,13,-2.83333333333333,0,0,7,8,"false",367,283,84,"true","true",0.92322880714851,0.0767711928514896
343,273,70,22.8666666666667,19.5,70,904,668,236,0,0,0,0,"first_player",-17,15,14,-2,0,0,4,6,"false",367,283,84,"true","true",0.93469530048738,0.0653046995126196
343,280,63,22.8666666666667,18.6666666666667,63,904,668,236,0,0,0,0,"second_player",-20,15,15,-1.7,0,0,4,3,"false",367,283,84,"true","true",0.958232133904308,0.0417678660956925
360,280,80,22.5,18.6666666666667,80,904,668,236,0,0,0,0,"first_player",-22,16,15,-1.54545454545455,0,0,2,3,"false",367,283,84,"true","true",0.955831841499955,0.0441681585000451
24,0,24,24,0,24,539,500,39,0,0,0,0,"first_player",95,1,0,0.421052631578947,0,0,10,0,"false",388,312,76,"true","true",0.684919273883197,0.315080726116803
110,12,98,55,12,98,539,500,39,0,0,0,0,"first_player",83,2,1,0.481927710843373,0,0,10,29,"false",388,312,76,"true","true",0.953950309993223,0.0460496900067775
134,29,105,44.6666666666667,14.5,105,539,500,39,0,0,0,0,"first_player",74,3,2,0.540540540540541,0,1,17,24,"false",388,312,76,"true","true",0.949914626143101,0.0500853738568987
134,37,97,44.6666666666667,12.3333333333333,97,539,500,39,0,0,0,0,"second_player",71,3,3,0.563380281690141,0,1,17,26,"false",388,312,76,"true","true",0.965208741384818,0.0347912586151822
158,37,121,39.5,12.3333333333333,121,539,500,39,0,0,0,0,"first_player",67,4,3,0.597014925373134,0,1,14,26,"false",388,312,76,"true","true",0.971597375359179,0.0284026246408213
193,81,112,32.1666666666667,16.2,112,539,500,39,0,0,0,0,"first_player",50,6,5,0.8,0,0,7,19,"false",388,312,76,"true","true",0.974607799555011,0.0253922004449894
208,121,87,29.7142857142857,17.2857142857143,87,539,500,39,0,0,0,0,"second_player",42,7,7,0.952380952380952,0,0,7,10,"false",388,312,76,"true","true",0.968066565936983,0.0319334340630173
222,137,85,27.75,17.125,85,539,500,39,0,0,0,0,"second_player",35,8,8,1.14285714285714,0,0,12,10,"false",388,312,76,"true","true",0.969022364715027,0.030977635284973
236,152,84,26.2222222222222,16.8888888888889,84,539,500,39,0,0,0,0,"second_player",27,9,9,1.48148148148148,0,0,13,10,"false",388,312,76,"true","true",0.969243761831652,0.0307562381683476
256,152,104,25.6,16.8888888888889,104,539,500,39,0,0,0,0,"first_player",25,10,9,1.6,0,0,11,10,"false",388,312,76,"true","true",0.971130585905104,0.0288694140948955
269,159,110,24.4545454545455,14.4545454545455,110,539,500,39,0,0,0,0,"second_player",17,11,11,2.35294117647059,0,0,10,10,"false",388,312,76,"true","true",0.990213496546628,0.00978650345337151
288,185,103,22.1538461538462,14.2307692307692,103,539,500,39,0,0,0,0,"second_player",8,13,13,5,0,0,13,8,"false",388,312,76,"true","true",0.987074781372969,0.0129252186270306
295,215,80,21.0714285714286,15.3571428571429,80,539,500,39,0,0,0,0,"second_player",0,14,14,0,0,0,11,10,"false",388,312,76,"true","true",0.96214698294882,0.0378530170511805
315,245,70,21,16.3333333333333,70,539,500,39,0,0,0,0,"second_player",-7,15,15,-5.71428571428571,0,0,8,13,"false",388,312,76,"true","true",0.938697606993846,0.0613023930061545
323,245,78,20.1875,16.3333333333333,78,539,500,39,0,0,0,0,"first_player",-9,16,15,-4.44444444444444,0,0,8,13,"false",388,312,76,"true","true",0.91438412852675,0.08561587147325
342,273,69,20.1176470588235,16.0588235294118,69,539,500,39,0,0,0,0,"second_player",-17,17,17,-2.35294117647059,0,0,18,9,"false",388,312,76,"true","true",0.949318554992888,0.0506814450071124
363,273,90,20.1666666666667,16.0588235294118,90,539,500,39,0,0,0,0,"first_player",-19,18,17,-2.10526315789474,0,0,14,9,"false",388,312,76,"true","true",0.95233922592466,0.0476607740753395
379,322,57,19.9473684210526,16.9473684210526,57,539,500,39,0,0,0,0,"second_player",-27,19,19,-1.48148148148148,0,0,4,1,"false",388,312,76,"true","true",0.906955761094174,0.0930442389058261
386,322,64,19.3,16.9473684210526,64,539,500,39,0,0,0,0,"first_player",-30,20,19,-1.33333333333333,0,0,4,1,"false",388,312,76,"true","true",0.872227780767152,0.127772219232848
4,11,-7,4,11,-7,596,595,1,0,0,0,0,"second_player",94,1,1,0.425531914893617,0,1,14,13,"false",396,258,138,"true","false",0.386375950366849,0.613624049633151
19,11,8,9.5,11,8,596,595,1,0,0,0,0,"first_player",91,2,1,0.43956043956044,0,1,18,13,"false",396,258,138,"true","false",0.394260416632279,0.605739583367721
19,22,-3,9.5,11,-3,596,595,1,0,0,0,0,"second_player",88,2,2,0.454545454545455,0,0,18,14,"false",396,258,138,"true","true",0.533552755036634,0.466447244963366
29,22,7,9.66666666666667,11,7,596,595,1,0,0,0,0,"first_player",84,3,2,0.476190476190476,1,0,19,14,"false",396,258,138,"true","true",0.611910226953541,0.388089773046459
71,112,-41,14.2,22.4,-41,596,595,1,0,0,0,0,"second_player",69,5,5,0.579710144927536,1,0,9,16,"false",396,258,138,"true","false",0.31878796883857,0.68121203116143
95,131,-36,15.8333333333333,21.8333333333333,-36,596,595,1,0,0,0,0,"second_player",61,6,6,0.655737704918033,1,0,16,15,"false",396,258,138,"true","false",0.388664118592523,0.611335881407477
123,131,-8,17.5714285714286,21.8333333333333,-8,596,595,1,0,0,0,0,"first_player",57,7,6,0.701754385964912,1,0,8,15,"false",396,258,138,"true","false",0.443134453263264,0.556865546736736
219,182,37,24.3333333333333,20.2222222222222,37,596,595,1,1,0,0.111111111111111,0,"second_player",37,9,9,1.08108108108108,0,0,15,12,"false",396,258,138,"true","true",0.793590769855341,0.206409230144659
247,182,65,24.7,20.2222222222222,65,596,595,1,1,0,0.1,0,"first_player",33,10,9,1.21212121212121,0,0,10,12,"false",396,258,138,"true","true",0.838894326457551,0.161105673542449
247,188,59,24.7,18.8,59,596,595,1,1,0,0.1,0,"second_player",30,10,10,1.33333333333333,0,0,10,15,"false",396,258,138,"true","true",0.882234317155365,0.117765682844635
267,196,71,24.2727272727273,17.8181818181818,71,596,595,1,1,0,0.0909090909090909,0,"second_player",23,11,11,1.73913043478261,0,0,7,12,"false",396,258,138,"true","true",0.923083346957729,0.0769166530422711
281,196,85,23.4166666666667,17.8181818181818,85,596,595,1,1,0,0.0833333333333333,0,"first_player",21,12,11,1.9047619047619,0,0,7,12,"false",396,258,138,"true","true",0.914232528266716,0.0857674717332841
281,215,66,23.4166666666667,17.9166666666667,66,596,595,1,1,0,0.0833333333333333,0,"second_player",17,12,12,2.35294117647059,0,0,7,15,"false",396,258,138,"true","true",0.905452872117537,0.0945471278824626
300,229,71,23.0769230769231,17.6153846153846,71,596,595,1,1,0,0.0769230769230769,0,"second_player",12,13,13,3.33333333333333,0,0,7,22,"false",396,258,138,"true","true",0.911908654856458,0.0880913451435418
334,229,105,23.8571428571429,17.6153846153846,105,596,595,1,1,0,0.0714285714285714,0,"first_player",8,14,13,5,0,0,7,22,"false",396,258,138,"true","true",0.953079095505013,0.0469209044949872
348,235,113,23.2,16.7857142857143,113,596,595,1,1,0,0.0666666666666667,0,"first_player",3,15,14,13.3333333333333,0,0,7,23,"false",396,258,138,"true","true",0.964924206818653,0.0350757931813475
366,247,119,21.5294117647059,15.4375,119,596,595,1,1,0,0.0588235294117647,0,"first_player",-11,17,16,-3.63636363636364,0,0,5,19,"false",396,258,138,"true","true",0.977094449857817,0.0229055501421834
371,258,113,19.5263157894737,13.5789473684211,113,596,595,1,1,0,0.0526315789473684,0,"second_player",-19,19,19,-2.10526315789474,0,0,1,11,"false",396,258,138,"true","true",0.986588568985131,0.0134114310148687
374,258,116,18.7,13.5789473684211,116,596,595,1,1,0,0.05,0,"first_player",-22,20,19,-1.81818181818182,0,0,1,11,"false",396,258,138,"true","true",0.974803121940882,0.0251968780591182
374,258,116,18.7,12.9,116,596,595,1,1,0,0.05,0,"second_player",-22,20,20,-1.81818181818182,0,0,1,11,"true",396,258,138,"true","true",0.988237879871907,0.0117621201280931
55,30,25,27.5,30,25,954,939,15,0,0,0,0,"first_player",86,2,1,0.418604651162791,0,0,10,19,"false",301,357,-56,"false","true",0.543619754549974,0.456380245450026
65,81,-16,21.6666666666667,40.5,-16,954,939,15,0,0,0,0,"first_player",80,3,2,0.45,0,0,10,9,"false",301,357,-56,"false","false",0.250074562205454,0.749925437794546
76,91,-15,19,30.3333333333333,-15,954,939,15,0,0,0,0,"first_player",74,4,3,0.486486486486487,0,0,9,14,"false",301,357,-56,"false","false",0.261236181804434,0.738763818195566
76,101,-25,19,25.25,-25,954,939,15,0,0,0,0,"second_player",71,4,4,0.507042253521127,0,0,9,12,"false",301,357,-56,"false","false",0.32401828306789,0.67598171693211
88,101,-13,17.6,25.25,-13,954,939,15,0,0,0,0,"first_player",66,5,4,0.545454545454545,0,0,13,12,"false",301,357,-56,"false","false",0.307834083315048,0.692165916684952
88,140,-52,17.6,28,-52,954,939,15,0,0,0,0,"second_player",60,5,5,0.6,0,0,13,17,"false",301,357,-56,"false","false",0.170013433240597,0.829986566759403
132,163,-31,18.8571428571429,27.1666666666667,-31,954,939,15,0,0,0,0,"first_player",50,7,6,0.72,0,1,8,19,"false",301,357,-56,"false","false",0.120523576623002,0.879476423376998
132,206,-74,18.8571428571429,29.4285714285714,-74,954,939,15,0,0,0,0,"second_player",47,7,7,0.765957446808511,0,1,8,11,"false",301,357,-56,"false","false",0.0528965944461122,0.947103405553888
148,206,-58,18.5,29.4285714285714,-58,954,939,15,0,0,0,0,"first_player",44,8,7,0.818181818181818,1,1,10,11,"false",301,357,-56,"false","false",0.0957413374917748,0.904258662508225
148,229,-81,18.5,28.625,-81,954,939,15,0,0,0,0,"second_player",41,8,8,0.878048780487805,1,1,10,8,"false",301,357,-56,"false","false",0.0822395809161363,0.917760419083864
156,247,-91,17.3333333333333,27.4444444444444,-91,954,939,15,0,0,0,0,"second_player",35,9,9,1.02857142857143,1,1,21,7,"false",301,357,-56,"false","false",0.072488642365454,0.927511357634546
171,261,-90,17.1,26.1,-90,954,939,15,0,0,0,0,"second_player",29,10,10,1.24137931034483,1,1,18,7,"false",301,357,-56,"false","false",0.0727353098780179,0.927264690121982
215,261,-46,19.5454545454545,26.1,-46,954,939,15,1,0,0.0909090909090909,0,"first_player",22,11,10,1.63636363636364,0,1,10,7,"false",301,357,-56,"false","false",0.0930148505082916,0.906985149491708
215,276,-61,19.5454545454545,25.0909090909091,-61,954,939,15,1,0,0.0909090909090909,0,"second_player",18,11,11,2,0,1,10,7,"false",301,357,-56,"false","false",0.10199685604285,0.89800314395715
247,291,-44,19,24.25,-44,954,939,15,1,0,0.0769230769230769,0,"first_player",8,13,12,4.5,0,1,8,13,"false",301,357,-56,"false","false",0.0943795462238266,0.905620453776173
260,326,-66,18.5714285714286,23.2857142857143,-66,954,939,15,1,0,0.0714285714285714,0,"second_player",-4,14,14,-9,0,1,7,11,"false",301,357,-56,"false","false",0.088707427666302,0.911292572333698
279,358,-79,17.4375,22.375,-79,954,939,15,1,0,0.0625,0,"second_player",-14,16,16,-2.57142857142857,0,1,4,2,"false",301,357,-56,"false","false",0.0599743171659001,0.9400256828341
297,358,-61,17.4705882352941,22.375,-61,954,939,15,1,0,0.0588235294117647,0,"first_player",-17,17,16,-2.11764705882353,0,1,1,2,"false",301,357,-56,"false","false",0.0591314374796226,0.940868562520377
297,367,-70,17.4705882352941,21.5882352941176,-70,954,939,15,1,0,0.0588235294117647,0,"second_player",-19,17,17,-1.89473684210526,0,0,1,1,"false",301,357,-56,"false","false",0.123329523360991,0.876670476639009
299,367,-68,16.6111111111111,21.5882352941176,-68,954,939,15,1,0,0.0555555555555556,0,"first_player",-21,18,17,-1.71428571428571,0,0,1,1,"false",301,357,-56,"false","false",0.0748839971897188,0.925116002810281
23,38,-15,11.5,19,-15,491,398,93,0,0,0,0,"second_player",87,2,2,0.413793103448276,0,1,16,16,"false",336,310,26,"true","false",0.370473601228381,0.629526398771619
69,49,20,17.25,16.3333333333333,20,491,398,93,0,0,0,0,"first_player",78,4,3,0.461538461538462,0,1,9,16,"false",336,310,26,"true","false",0.49113710739738,0.50886289260262
91,58,33,18.2,14.5,33,491,398,93,0,0,0,0,"first_player",70,5,4,0.514285714285714,0,1,8,14,"false",336,310,26,"true","true",0.601605550298517,0.398394449701483
91,78,13,15.1666666666667,13,13,491,398,93,0,0,0,0,"second_player",66,6,6,0.545454545454545,0,1,10,16,"false",336,310,26,"true","true",0.573243045485297,0.426756954514703
109,78,31,15.5714285714286,13,31,491,398,93,0,0,0,0,"first_player",62,7,6,0.580645161290323,0,1,8,16,"false",336,310,26,"true","true",0.576388914266705,0.423611085733295
109,116,-7,15.5714285714286,16.5714285714286,-7,491,398,93,0,0,0,0,"second_player",57,7,7,0.631578947368421,0,1,8,6,"false",336,310,26,"true","false",0.445149740473065,0.554850259526935
141,116,25,17.625,16.5714285714286,25,491,398,93,0,0,0,0,"first_player",53,8,7,0.679245283018868,0,1,18,6,"false",336,310,26,"true","true",0.596799606304732,0.403200393695268
141,177,-36,17.625,22.125,-36,491,398,93,0,0,0,0,"second_player",45,8,8,0.8,0,0,18,19,"false",336,310,26,"true","false",0.327944377151336,0.672055622848664
168,186,-18,18.6666666666667,20.6666666666667,-18,491,398,93,0,0,0,0,"second_player",38,9,9,0.947368421052632,0,0,16,20,"false",336,310,26,"true","false",0.454094073600227,0.545905926399773
196,186,10,19.6,20.6666666666667,10,491,398,93,0,0,0,0,"first_player",34,10,9,1.05882352941176,0,0,7,20,"false",336,310,26,"true","true",0.504848193489006,0.495151806510994
196,198,-2,19.6,19.8,-2,491,398,93,0,0,0,0,"second_player",31,10,10,1.16129032258065,0,0,7,20,"false",336,310,26,"true","true",0.545394562131607,0.454605437868393
205,198,7,18.6363636363636,19.8,7,491,398,93,0,0,0,0,"first_player",28,11,10,1.28571428571429,0,0,7,20,"false",336,310,26,"true","false",0.485767304677522,0.514232695322478
205,214,-9,18.6363636363636,19.4545454545455,-9,491,398,93,0,0,0,0,"second_player",26,11,11,1.38461538461538,0,0,7,19,"false",336,310,26,"true","false",0.495226020227398,0.504773979772602
